tc,area,pop,pden,wden,urb,paper,glass,metal,plastic,msw_so,msw_un,msw,sor,geo,roads,s_wteregio,s_landfill
169.5500031,32.11999893,10682,332.5653992,182206.6406,2,13.28206843,5.431665942,0.769195676,5.840945637,4124126,1659560,5783686,71.31,2,62,12.07579041,31.49303818
91.15000153,9.270000458,3788,408.6299744,187330.0938,2,10.29915637,9.812559385,1.748294031,4.022919006,1136200,502570,1638770,69.33,3,16,38.50149155,4.551429749
171.6100006,5.309999943,9124,1718.267456,606354.8125,1,10.28342626,7.156469583,1.049307026,6.873155133,2306649,913095,3219744,71.64,1,16,27.87697983,3.602712631
95.87999725,5.920000076,2882,486.8243103,173525.8438,2,10.99610328,12.23141268,1.696725213,7.380706005,755433,271840,1027273,73.54,3,27,38.50149155,4.551429749
86.01000214,12.53999996,1770,141.1483307,50752.3125,3,10.61586905,8.697995393,3.402552346,6.58324351,498677,137757,636434,78.35,3,25,38.50149155,4.551429749
122.5,45.31999969,7699,169.8808441,83868.97656,2,11.98176663,9.544712863,1.688081533,5.110391056,3016832,784110,3800942,79.37,3,35,38.50149155,4.551429749
107,6.010000229,1208,200.9983215,81651.57813,3,8.615805969,9.256285585,3.266792467,5.082265867,368546,122180,490726,75.1,3,7,38.50149155,4.551429749
119.5899963,31.10000038,5431,174.6302185,92258.9375,3,9.120492337,7.407851451,0.989456141,5.380145982,1870433,998820,2869253,65.19,3,65,33.10504913,15.23353004
101.8600006,48.15000153,4530,94.08099365,43760.60156,3,12.29525508,12.29739074,3.062969342,7.228843044,1639345,391904,2031249,80.71,3,105,17.46755028,4.897195816
177.0099945,7.53000021,10416,1383.266846,602768.125,1,7.481883052,6.158396279,0.790774038,5.032184406,2764094,1774750,4538844,60.9,1,29,27.87697983,3.602712631
197.4499969,336.2999878,54906,163.2649536,57986.71094,2,11.1677802,4.392585379,0.383704777,4.120521432,9475990,10024940,19500930,48.59,1,400,4.046452045,45.41190338
109.5999985,5.53000021,1696,306.6907654,145158.2188,3,6.801831262,7.830826248,1.594568501,3.450745897,280895,430380,711275,39.49,3,7,38.50149155,4.551429749
252.4799957,58.16999817,7994,137.4247894,95820.63281,2,8.692122516,9.773683925,2.393949212,4.439057419,4348446,1225440,5573886,78.01,3,127,38.50149155,4.551429749
173.1000061,101.3700027,7523,74.21327972,31294.16992,2,9.915865195,11.99253536,1.262242733,6.916139445,2450960,694430,3145390,77.92,1,128,8.904969215,39.5241394
273.9100037,46.43000031,5325,114.6887817,96519.49219,3,7.215624582,3.782969608,0.715133664,1.763622975,1523311,2958089,4481400,33.99,2,111,12.07579041,31.49303818
62.22000122,4.599999905,1894,411.7391357,161567.6094,3,8.40044079,12.56978166,0.382125668,4.28357492,534571,208640,743211,71.93,3,9,38.50149155,4.551429749
105.3399963,8.819999695,3848,436.281189,177505,2,10.38775059,6.912583978,2.313307281,6.406322457,1313084,252510,1565594,83.87,3,21,38.50149155,4.551429749
243.9299927,41.09000015,9452,230.0316315,130723.0703,2,10.47843853,8.273803662,1.628994691,7.254890754,3352681,2018730,5371411,62.42,1,71,0,76.68603516
138.1399994,40.22000122,7806,194.0825348,66756.33594,2,13.52465977,6.733707271,5.40E-06,7.498826789,1355220,1329720,2684940,50.47,1,80,5.633979797,56.75167847
169.8300018,41.38000107,43332,1047.172485,482348.2188,2,13.47503979,9.398243549,1.632705514,6.732309363,15053653,4905917,19959570,75.42,3,47,38.50149155,4.551429749
128.1000061,4.070000172,2119,520.6387939,226964.8594,2,8.305629139,12.11587155,2.578952895,4.75855402,713387,210360,923747,77.23,3,8,38.50149155,4.551429749
96.76999664,4.710000038,3069,651.5923462,251783.4375,2,13.09157602,9.688843916,2.308542036,8.262163757,1046185,139715,1185900,88.22,3,4,38.50149155,4.551429749
94.59999847,5.769999981,449,77.81629181,46165.16406,3,8.075518164,9.018932099,3.048357003,4.67727585,235130,31243,266373,88.27,3,4,38.50149155,4.551429749
88.08000183,15.59000015,5917,379.538147,178448.1094,2,9.89196285,9.750877604,0.972319973,4.454016275,1917776,864230,2782006,68.94,3,51,38.50149155,4.551429749
75.06999969,47.86999893,12343,257.8441772,126440.4453,2,12.36373033,9.306204301,2.2750493,7.899609827,4748772,1303932,6052704,78.46,3,121.8700027,38.50149155,4.551429749
104.2799988,12.61999989,3269,259.0332947,78887.71875,2,16.17074962,14.13170236,2.527112799,8.712256281,815145,162258,977403,83.4,3,46,17.46755028,4.897195816
156.8200073,5,16774,3354.800049,1623326,2,11.7270345,8.814803681,1.550680516,2.415534526,4849210,3267420,8116630,59.74,3,30,38.50149155,4.551429749
108.75,4.840000153,2659,549.380127,221148.9531,2,11.76612377,11.04860883,0.59138926,7.028469834,856701,213660,1070361,80.04,3,4,38.50149155,4.551429749
116.3199997,11.27999973,2566,227.4822693,94585.10938,3,18.93834589,7.783057774,1.280320924,8.535785251,769572,288180,1057752,72.76,3,65,0,16.86346436
113.5899963,30.02000046,4837,161.1259155,73070.82031,3,14.37828287,12.22970059,2.532793335,10.442718,1900376,187510,2087886,91.02,3,59,38.50149155,4.551429749
117.0500031,15.90999985,3536,222.2501526,107951.7266,3,14.97864353,9.795273628,2.121731901,5.876174373,1390441,287533,1677974,82.86,3,69,17.46755028,4.897195816
146.3000031,3.799999952,36933,9719.210938,4128216.25,1,5.2795836,2.482657541,0.514348557,3.273135294,3522942,12164280,15687222,22.46,1,90,27.87697983,3.602712631
71.94000244,10.85999966,5004,460.7734985,198640.0625,2,11.34616552,10.47175754,0.550242417,6.044044425,1354931,802300,2157231,62.81,3,23,38.50149155,4.551429749
98.44000244,8.659999847,548,63.27944565,25251.38672,3,11.60844533,8.101446426,3.19420881,7.816551352,175603,43074,218677,80.3,3,14,38.50149155,4.551429749
301.6400146,4.559999943,2473,542.324585,399576.75,3,7.418485569,9.96394211,0.617429627,3.05476738,442730,1379340,1822070,24.3,1,36,4.046452045,45.41190338
179.9499969,9.619999886,4070,423.0769348,157692.3125,2,9.709294661,9.159525379,0.81872116,5.137771918,464240,1052760,1517000,30.6,1,52,4.046452045,45.41190338
101.3399963,2.730000019,1152,421.9780273,170792.6719,2,12.7106103,8.311385824,2.821577475,6.056011187,405744,60520,466264,87.02,3,2,38.50149155,4.551429749
154.7899933,9.949999809,2058,206.8341675,77086.4375,3,11.78602626,10.34145578,1.310282786,5.040351495,267770,499240,767010,34.91,1,41,4.046452045,45.41190338
234.8999939,92.37999725,3142,34.01169205,14081.21973,3,7.295458337,8.299207502,1.379972525,3.450969117,634623,666200,1300823,48.79,2,13,12.07579041,31.49303818
218.3000031,2.710000038,1679,619.5571899,295424.7188,2,8.968262593,5.231070159,0.622657229,5.324000345,423121,377480,800601,52.85,1,14,27.87697983,3.602712631
172.0700073,17.65999985,6836,387.0894775,250819.375,2,4.834889953,3.087705753,0.592621691,1.884198335,1231310,3198160,4429470,27.8,3,51,38.50149155,4.551429749
121.4700012,5.650000095,4045,715.9291992,342046.5313,2,12.65454218,8.928040121,2.158222009,6.37133175,1534223,398340,1932563,79.39,3,13,38.50149155,4.551429749
222.0099945,29.37999916,20839,709.2920532,328116.6875,2,10.07876708,9.12763271,2.033792708,8.131851352,7873958,1766110,9640068,81.68,1,100,27.87697983,3.602712631
246.1000061,13.59000015,13411,986.8285522,376596.9063,1,10.2111157,7.390065401,1.224063844,7.789522059,4074572,1043380,5117952,79.61,1,24,27.87697983,3.602712631
170.9199982,8.770000458,2105,240.0227966,110603.1875,2,8.435138507,8.981535892,0.69072877,3.305188713,238050,731940,969990,24.54,1,26,4.046452045,45.41190338
209.5299988,12.88000011,390,30.27950287,17841.76953,3,9.932898756,22.5372277,1.875962785,7.825867486,169013,53180,222193,76.07,3,19,17.46755028,4.897195816
105.6600037,12.31000042,3631,294.9634399,114522.3359,3,13.65974592,8.77221107,3.605056144,5.086006937,1187846,221924,1409770,84.26,3,13,38.50149155,4.551429749
156.0200043,17.23999977,3976,230.6264496,104088.0547,3,10.87469448,10.78642368,2.043212567,7.483736217,1599118,195360,1794478,89.11,3,29,38.50149155,4.551429749
71.51000214,8.149999619,5069,621.9631958,277102.7188,2,10.22676804,8.040251737,2.970261519,5.074418158,1988407,269980,2258387,88.05,3,36,9.898176193,11.29678535
104.2799988,9.93999958,2485,250.0000153,119775.6563,2,13.15067573,8.451498022,2.500986922,8.247142125,1012850,177720,1190570,85.07,3,43,38.50149155,4.551429749
185.3000031,5.210000038,3785,726.4875488,228165.0625,2,4.225482444,7.61815031,2.739371099,17.43257567,975360,191240,1166600,83.61,1,37,27.87697983,3.602712631
118.6800003,3.470000029,607,174.927948,93447.25781,3,13.41291918,9.10405783,7.567645916,6.96936428,290942,33320,324262,89.72,3,7,38.50149155,4.551429749
100.3700027,50.47999954,7298,144.572113,72278.625,3,11.17242797,8.237431909,2.763506801,8.289835212,3122775,493650,3616425,86.35,3,434,38.50149155,4.551429749
198.3000031,42.43000031,3592,84.6570816,39275.74609,3,8.907451079,7.188248213,1.408066152,4.401579386,1155400,511070,1666470,69.33,2,41,12.07579041,31.49303818
89.58000183,15.57999992,5733,367.9717712,137090.0469,2,11.09359542,10.44823568,2.215404265,6.355276532,1685433,450430,2135863,78.91,3,17,38.50149155,4.551429749
78.70999908,9.18999958,1826,198.6942444,90040.70313,3,9.381442801,7.980552863,2.110640334,4.975020363,690058,137416,827474,83.39,3,6,38.50149155,4.551429749
95.68000031,12.73999977,14128,1108.948242,466351.75,2,12.57700097,9.223537998,1.687503503,8.345787073,4979941,961380,5941321,83.82,3,75,9.898176193,11.29678535
127.5,4.159999847,1952,469.2307739,232330.2969,2,15.28007416,9.347186842,2.724693583,9.936740425,865275,101219,966494,89.53,3,7,38.50149155,4.551429749
95.34999847,60.88000107,2415,39.66819763,13280.32129,3,11.15576137,11.98952141,1.675683297,6.969274192,553273,226704,779977,70.93,1,255,8.904969215,39.5241394
122.9800034,3.480000019,3023,868.6781616,425311.5,2,14.16865529,8.935303672,2.52924834,8.725248026,1295550,184534,1480084,87.53,3,26,38.50149155,4.551429749
143.4900055,27.04999924,1441,53.27172089,24202.0332,3,10.07858981,6.856025601,1.712631651,7.343908717,529654,105680,635334,83.37,3,23,17.46755028,4.897195816
112.6100006,13.97000027,4553,325.9126587,159969.2188,2,9.643229505,5.936852562,1.74988925,7.161363362,1591610,643160,2234770,71.22,3,44,38.50149155,4.551429749
77.94999695,10.11999989,2440,241.10672,98496.14844,3,11.8023919,9.959058208,1.037339195,5.226624504,741591,255190,996781,74.4,3,12,38.50149155,4.551429749
115.6100006,2.859999895,910,318.1818237,130667.8359,2,12.63707153,8.418024672,3.999625378,6.120788847,313788,59922,373710,83.97,3,2,38.50149155,4.551429749
266.5299988,32.38000107,6230,192.40271,78720.96875,2,8.30840511,7.665992542,0.753044839,4.792103524,1493895,1027290,2521185,59.25,1,70,27.87697983,3.602712631
98.76999664,24.71999931,5049,204.2475739,91499.51563,3,6.89023409,9.586235802,1.694572804,4.098382399,1220873,908300,2129173,57.34,3,37,38.50149155,4.551429749
150.3999939,178.1300049,29427,165.1995697,109391.9375,3,10.7116109,7.506594739,1.704317144,5.324544521,13852232,5633754,19485986,71.09,3,380,33.10504913,15.23353004
140.2700043,39.18000031,9791,249.8979034,133188.3125,2,8.071815478,6.450545942,1.128352086,3.969363308,2501774,2716544,5218318,47.94,3,98,38.50149155,4.551429749
79.58999634,15.27000046,3893,254.9443207,101839.4219,2,11.99546264,8.494889035,2.403915405,7.159080386,1314168,240920,1555088,84.51,3,35,38.50149155,4.551429749
102.9700012,7,3312,473.1428528,244117.7188,2,8.906710112,9.329222904,1.697073543,3.57965478,900484,705020,1605504,56.09,3,17,38.50149155,4.551429749
102.5500031,12.07999992,3757,311.0099487,139916.5625,3,10.84651921,7.294319225,3.967004932,4.15165851,1430818,259374,1690192,84.65,3,251,38.50149155,4.551429749
75.72000122,8.199999809,3066,373.9024353,189965.9844,2,10.01463035,9.106252018,0.733122299,3.760878874,1099290,458431,1557721,70.57,3,7,38.50149155,4.551429749
237.7799988,9.75,2851,292.4102478,115337.0234,2,6.476448953,9.261597672,0.930161418,4.305775893,325896,798640,1124536,28.98,1,57,4.046452045,45.41190338
112.6699982,10.61999989,1114,104.8964233,49590.01953,3,10.22755323,6.348097204,0.957569221,6.964830265,448546,78100,526646,85.17,3,22,38.50149155,4.551429749
100.8899994,10.56999969,2969,280.8893127,138377.4844,2,11.06115612,6.523365125,2.933169248,6.664547226,1211910,250740,1462650,82.86,3,23,38.50149155,4.551429749
183.8600006,10.51000023,1917,182.3977051,79623.02344,3,12.92902569,8.161675259,3.207311331,7.781673394,664448,157650,822098,80.82,2,31,0,48.26402283
146.5899963,50.04999924,24792,495.3446655,384144.9688,2,10.68600474,4.976039266,1.282633679,3.818441631,12424496,6801180,19225676,64.62,3,166,33.10504913,15.23353004
131.6399994,21.95000076,12080,550.3416748,212047.6406,2,8.897299485,10.87798634,0.700663409,5.545214189,3264606,1389840,4654446,70.14,3,51,38.50149155,4.551429749
120.2900009,18.87999916,6872,363.9830627,174210.2344,2,10.55277008,9.029855987,2.194255005,5.557952369,2585499,703590,3289089,78.61,3,48,38.50149155,4.551429749
86.95999908,12.60999966,9655,765.6621704,307562.6563,2,11.26608764,10.54568098,1.246401512,6.036564377,2692005,1186360,3878365,69.41,3,20,38.50149155,4.551429749
209.6199951,7.340000153,12991,1769.890991,855798.75,2,12.1748361,2.220148075,1.531147582,8.437804413,4252303,2029260,6281563,67.69,1,35,27.87697983,3.602712631
111.5100021,10.94999981,1303,118.9954376,50255.07031,3,10.50331369,8.363181069,3.586998199,5.735671724,465184,85109,550293,84.53,3,8,38.50149155,4.551429749
100.7200012,11.52999973,3329,288.7250671,118897.3125,2,11.19210496,6.647015142,2.607510763,6.576768601,1170126,200760,1370886,85.36,3,20,38.50149155,4.551429749
161.8500061,18.80999947,17451,927.7512207,451764.4375,2,17.07417158,6.984169461,0.686739654,5.161685724,6012508,2485170,8497678,70.75,2,90,12.07579041,31.49303818
116.8000031,7.320000172,3867,528.2786865,251400,2,9.381344254,9.00639479,0.958566454,3.763079759,1226808,613440,1840248,66.67,3,27,38.50149155,4.551429749
139.7799988,8.819999695,11014,1248.75293,482062.0313,2,10.33400779,9.76779881,2.019433241,4.915109811,3202917,1048870,4251787,75.33,3,50,38.50149155,4.551429749
174.3999939,35.5,3828,107.830986,44904.02734,3,9.670703027,9.949858634,2.426144522,6.586190392,1146808,447285,1594093,71.94,3,16,38.50149155,4.551429749
131.6000061,54.18000031,14105,260.335907,140861.5,2,17.47592597,6.870971174,1.517333353,7.577206443,6586427,903190,7489617,87.94,2,260,12.07579041,31.49303818
189.8999939,12.90999985,14868,1151.665405,667711.5625,2,8.458640424,7.012854524,0.727597041,3.723412894,4889522,3730634,8620156,56.72,3,100,38.50149155,4.551429749
164.9299927,28.40999985,5771,203.1327057,73734.60156,2,11.73190758,10.92896697,1.557666603,5.638724461,1233230,861570,2094800,58.87,1,106,4.046452045,45.41190338
133.8800049,108.9000015,40303,370.0918274,206729.7813,2,11.3883283,6.395496195,1.169748474,5.996284615,15661284,6200000,21861284,71.64,2,259,0,42.47533035
118.5999985,8.149999619,1023,125.5214767,51021.59766,3,7.736408979,9.746865275,0.586783895,4.914315122,279876,135950,415826,67.31,3,24,38.50149155,4.551429749
380.7900085,72.19999695,7227,100.0969543,70800.53125,3,20.89798932,6.05428853,2.547205504,10.49611115,4059278,1052520,5111798,79.41,2,155,12.07579041,31.49303818
238.2799988,94.62999725,108793,1149.667114,663019.875,1,6.246850374,4.292481046,0.3586952,6.459167343,27354940,35386630,62741570,43.6,1,206,27.87697983,3.602712631
147.3600006,37.70999908,18635,494.1660156,500783.2188,2,16.9271523,10.89824028,1.500434085,5.255639072,13734013,5150522,18884535,72.73,3,127,33.10504913,15.23353004
144.6199951,40.79000092,25710,630.3015137,245345.1719,2,14.39725489,8.053725008,0.894067826,5.673870837,7664570,2343060,10007630,76.59,1,175,4.046452045,45.41190338
156.0800018,30.17000008,11167,370.1358948,169864.7031,2,13.91475756,6.662675631,1.290016543,5.69069965,3716168,1408650,5124818,72.51,2,149,12.07579041,31.49303818
137.8300018,44.25999832,5777,130.5241852,83230.75,3,10.38728289,5.007203173,0.811799143,3.467893011,2055613,1628180,3683793,55.8,3,73,33.10504913,15.23353004
91.56999969,17.86000061,2775,155.3751373,72623.17969,3,9.759839636,11.24706064,0.669981882,3.916425735,829920,467130,1297050,63.99,3,27,38.50149155,4.551429749
118.25,12.80000019,2183,170.546875,70579.92188,3,10.44770833,12.00323658,2.377291701,6.81563343,737943,165480,903423,81.68,3,35,38.50149155,4.551429749
125.2799988,30.87000084,35971,1165.241333,633155.1875,1,10.52705684,9.187546536,0.596341838,3.950878517,13200621,6344880,19545501,67.54,3,73,38.50149155,4.551429749
176.4199982,17.63999939,1035,58.67346954,22203.45898,3,10.85610554,10.87806285,0.752421049,9.903770786,282831,108838,391669,72.21,3,10,38.50149155,4.551429749
25.69000053,7.139999866,582,81.51260376,38322.41016,3,6.074072991,12.10794454,1.016000175,3.482907076,183232,90390,273622,66.97,3,14,38.50149155,4.551429749
120.6699982,24.04000092,8390,349.0016479,167987.5625,2,8.544750535,5.285828298,2.015144038,6.063879917,2372876,1372520,3745396,63.35,3,32,38.50149155,4.551429749
303.6400146,32.63000107,8709,266.9016113,277167.125,2,7.51197152,10.94939122,0.745823402,2.70407976,6304584,2739380,9043964,69.71,2,95,11.05105972,11.28596973
185.9600067,6.210000038,9118,1468.276978,613235.125,1,3.69256786,2.957835612,0.731318553,4.653811916,1158510,2649680,3808190,30.42,1,23,27.87697983,3.602712631
108.3499985,15.85999966,5779,364.3757935,208357.7031,2,14.77385898,8.328509181,1.694298745,5.508611906,2923508,305501,3229009,90.54,3,85,17.46755028,4.897195816
75.52999878,10.52999973,11038,1048.243164,416109.875,2,12.60191111,13.2313334,1.775888783,1.327586014,3529117,852520,4381637,80.54,3,75,9.898176193,11.29678535
208.6600037,11.42000008,3073,269.089325,147516.2031,2,5.746645416,7.428315332,1.152771965,3.214346134,715725,968910,1684635,42.49,1,75,4.046452045,45.41190338
164.7200012,24.38999939,10201,418.2451782,376460.0625,2,20.85889778,5.866436009,1.61175387,4.027320823,7800182,1381679,9181861,84.95,3,21,33.10504913,15.23353004
185.5099945,8.970000267,1554,173.2441406,65415.82813,3,6.670302328,11.10978561,0.923685197,3.923105764,161020,425760,586780,27.44,1,18,4.046452045,45.41190338
131.7599945,5.789999962,455,78.58376312,35318.13672,3,9.709426286,6.792930775,3.738532559,5.79191362,171984,32508,204492,84.1,3,4,38.50149155,4.551429749
224.4799957,27.40999985,2543,92.77635956,41335.86328,3,8.352044455,5.407690624,6.50E-05,4.431534947,493556,639460,1133016,43.56,1,25,0,76.68603516
76.86000061,12.64000034,5219,412.8955688,148092.6406,3,16.57414882,11.477164,0.949841631,9.364327303,1533251,338640,1871891,81.91,3,65,38.50149155,4.551429749
120.8799973,10.51000023,7601,723.2159424,302083.1563,2,11.17580618,10.67122241,1.566981449,5.086784,2451124,723770,3174894,77.2,3,24,38.50149155,4.551429749
120.6900024,10.52000046,5044,479.4676514,233207.2188,2,11.49331116,8.791769588,2.361189236,6.833541213,2134620,318720,2453340,87.01,3,13,38.50149155,4.551429749
143.6000061,4.309999943,1278,296.5197144,92161.95313,2,6.419648656,7.203852796,0.731084694,3.06380879,104178,293040,397218,26.23,3,7,0,16.86346436
89.61000061,30.39999962,7918,260.4605408,123578.6172,2,17.88667985,10.04501183,1.857223853,7.106732077,3124190,632600,3756790,83.16,3,66,38.50149155,4.551429749
130.1300049,7.639999866,13226,1731.151855,921980.5,2,10.78772634,8.119046027,1.475866246,3.767172052,4337121,2706810,7043931,61.57,3,72,38.50149155,4.551429749
106.3199997,10.72999954,1772,165.144455,72556.47656,2,10.05098063,8.202627769,2.419942173,5.414813283,563711,214820,778531,72.41,3,4,38.50149155,4.551429749
123.5800018,6,1205,200.8333282,40801.66797,3,6.648012745,8.21126588,0.000295331,1.728279074,74100,151680,225780,32.82,1,25,5.633979797,56.75167847
73.16000366,12.30000019,1397,113.5772324,49148.53516,3,9.599240398,6.191286742,2.55968716,4.686308469,382727,221800,604527,63.31,3,20,38.50149155,4.551429749
124.8499985,3.869999886,7158,1849.612427,916533.875,2,9.705705069,5.135796984,1.789237398,6.424017462,2245491,1301495,3546986,63.31,3,22,38.50149155,4.551429749
132.9799957,23.21999931,22254,958.3979492,477349.1875,2,12.36921746,8.829355485,1.25366653,4.113461075,7544438,3539610,11084048,68.07,3,69,38.50149155,4.551429749
120.6100006,25.54999924,9276,363.0528564,242127.6719,2,10.72176184,6.660732107,1.005453609,6.500557193,3819472,2366890,6186362,61.74,3,158,33.10504913,15.23353004
132.1199951,28.32999992,7164,252.8768158,74249.5625,2,0.473498804,6.91992831,0.969103728,6.167084227,976750,1126740,2103490,46.43,1,35,27.87697983,3.602712631
230.5299988,46.77000046,10028,214.4109497,162563.5156,2,16.89855027,5.28847722,1.044955897,11.46649996,6467336,1135760,7603096,85.06,3,150,33.10504913,15.23353004
138.4199982,12.86999989,30992,2408.080811,969584.6875,1,16.03078241,10.77576691,0.741832688,7.067565115,8887765,3590790,12478555,71.22,3,67,38.50149155,4.551429749
82.19999695,9.460000038,4574,483.5095215,202713.9531,3,10.06218992,10.98726895,1.25E-05,4.551868566,1519919,397755,1917674,79.26,3,30,38.50149155,4.551429749
136.3800049,29.27000046,3302,112.8117523,62443.25,3,8.652721378,5.001274817,1.989425041,4.798726715,972904,854810,1827714,53.23,3,31,33.10504913,15.23353004
143.75,5.690000057,5841,1026.53772,467417.4063,2,11.41248418,9.002840647,2.101327077,7.064282102,2245955,413650,2659605,84.45,3,21,38.50149155,4.551429749
74.37000275,36.52999878,13783,377.3063354,165319.6094,2,13.19032145,10.04781322,2.559791361,6.134845694,4817075,1222050,6039125,79.76,3,177,9.898176193,11.29678535
134.4499969,14.64999962,3181,217.1331177,100875.0234,2,10.23806028,11.9026755,1.632134923,4.722499846,1075829,401990,1477819,72.8,3,32,38.50149155,4.551429749
151.4100037,14.01000023,5333,380.6566772,131631.6875,2,13.443519,8.700980392,1.610489328,10.24856845,1537300,306860,1844160,83.36,1,55,27.87697983,3.602712631
126.2399979,49.18999863,5818,118.2760773,73513.03125,3,9.952169544,8.427573749,1.788857959,6.222383968,3211346,404760,3616106,88.81,3,80,33.10504913,15.23353004
130.2299957,24.57999992,6552,266.5581665,124183.1563,2,11.56393185,10.65743858,1.193150881,4.385042435,2083572,968850,3052422,68.26,3,38,38.50149155,4.551429749
116.6100006,9.739999771,8480,870.6365967,398125.7813,2,14.6232153,11.09149776,2.391106171,6.668179573,3067795,809950,3877745,79.11,3,10,38.50149155,4.551429749
149.0500031,40.91999817,4921,120.2590485,49357.60156,3,9.854617958,7.317376281,0.872153618,5.550045972,1298613,721100,2019713,64.3,1,149,27.87697983,3.602712631
110.8499985,9.68999958,4460,460.2683411,194716.9375,2,12.88234568,7.608568338,3.302987534,5.403785337,1480397,406410,1886807,78.46,3,18,38.50149155,4.551429749
200.4400024,12.23999977,39983,3266.584961,1755491.5,1,8.165283402,7.135829376,0.469255788,5.531261264,10986189,10501026,21487215,51.13,3,85,38.50149155,4.551429749
108.0699997,81.66000366,23734,290.6441345,162642.1563,2,11.86674496,9.552712189,0.991540098,6.110669849,10550829,2730530,13281359,79.44,3,230,38.50149155,4.551429749
134.1799927,17.34000015,1197,69.03114319,22315.05078,3,11.9113151,12.12323262,2.070847644,5.894925092,296554,80474,377028,78.66,3,65,17.46755028,4.897195816
179.2700043,5.059999943,660,130.4347839,98071.74219,3,12.42314753,8.76526218,0.948728748,3.83682994,334597,161646,496243,67.43,3,15,38.50149155,4.551429749
129.5200043,12.73999977,2022,158.7127228,66580.77344,2,12.01430257,11.43663519,1.440631709,6.584464992,734639,113600,848239,86.61,3,10,38.50149155,4.551429749
140.9400024,9.840000153,8440,857.7235718,482338.5,2,13.77637867,5.624992231,1.640550747,6.737879964,4018671,727540,4746211,84.67,3,58,38.50149155,4.551429749
129.0700073,7.980000019,698,87.46867371,52051.37891,2,10.25230517,7.205142403,2.643667092,6.290776898,357720,57650,415370,86.12,3,7,38.50149155,4.551429749
73.79000092,17.79999924,4339,243.7640533,116926.4688,2,8.852294081,6.986048563,2.613810371,5.241458306,1776581,304710,2081291,85.36,3,32,38.50149155,4.551429749
104.7799988,15.40999985,9375,608.3712158,232137.8281,2,14.27034331,8.748494651,2.300849481,5.506753244,2973775,493641,3467416,85.76,3,44,17.46755028,4.897195816
157.6799927,150.9299927,30422,201.5636444,85817.67188,2,10.00373674,4.896289971,0.129859502,5.845607707,8211280,4741180,12952460,63.4,1,376,4.046452045,45.41190338
143,1.730000019,1182,683.2369995,294215.0313,2,14.46781089,11.5483151,2.36153024,8.469681252,438817,70175,508992,86.21,3,5,38.50149155,4.551429749
251.8099976,23.45999908,17367,740.2813721,347423.7188,2,9.736999666,6.750701792,1.161785202,8.807394829,5655060,2495500,8150560,69.38,1,82,27.87697983,3.602712631
290.480011,6.869999886,30052,4374.381348,2162619,1,4.629845263,3.615589002,0.659667049,4.197872653,5161382,9695810,14857192,34.74,1,43,27.87697983,3.602712631
116.9300003,38.02999878,8740,229.818573,83930.97656,2,11.11032788,16.79071523,0.965225986,3.49892462,2406815,785080,3191895,75.4,2,93,11.05105972,11.28596973
151.6199951,33.22999954,809,24.34547043,11211.375,3,9.974392974,10.82259216,1.626609834,5.655555973,116289,236630,352919,32.95,3,46,17.46755028,4.897195816
153.1199951,79.47000122,81447,1024.877319,394057.1875,2,11.60892773,13.38766982,0.87066479,2.758914163,20482746,10832980,31315726,65.41,2,360,11.05105972,11.28596973
86.20999908,7.53000021,10840,1439.574951,686979.125,2,12.2705735,9.186822304,1.238750864,5.692106617,4123193,1049760,5172953,79.71,3,33,38.50149155,4.551429749
158.3999939,8.529999733,2677,313.8335266,108491.2109,2,7.564051306,9.666857569,1.298855667,3.267670164,238760,686670,925430,25.8,1,39,4.046452045,45.41190338
125.2200012,24.21999931,5912,244.0957947,90450.16406,3,13.22817379,8.813837385,3.330437764,6.222751327,1593281,518382,2111663,75.45,3,179,17.46755028,4.897195816
236.5500031,12.35000038,678,54.89878464,30155.78906,3,4.738416429,7.210867184,1.253947114,2.416600434,82784,289640,372424,22.23,3,108,0,16.86346436
111.0899963,2.950000048,2215,750.8474731,307797.625,2,11.91515887,10.60569183,1.992284166,6.623105871,766213,141790,908003,84.38,3,13,38.50149155,4.551429749
172.6699982,138.7200012,25922,186.8656311,100199.7422,2,6.577116584,4.736286546,0.24705555,2.6800563,3336888,10562820,13899708,24.01,1,377,0,76.68603516
97.80000305,9.31000042,2760,296.4554138,121397.8438,2,10.70770668,10.19992674,2.28885857,4.294761877,866844,263370,1130214,76.7,3,19,38.50149155,4.551429749
89.01999664,10.11999989,1695,167.4901276,60162.05469,3,9.408054661,11.89146574,8.21E-06,6.556730832,387940,220900,608840,63.72,3,15,38.50149155,4.551429749
120.2399979,5.039999962,1268,251.5873108,114265.6719,3,11.65673148,9.241724677,1.518148148,5.38636115,466745,109154,575899,81.05,3,8,38.50149155,4.551429749
130.4199982,18.68000031,5395,288.811554,148133.4063,3,10.91382702,10.12203249,2.214567285,3.713592268,1936822,830310,2767132,69.99,3,37,38.50149155,4.551429749
167.5899963,7.800000191,3684,472.3076782,183017.9375,2,7.343401936,7.255838716,1.168443616,4.217044706,407740,1019800,1427540,28.56,1,48,4.046452045,45.41190338
202.2400055,114.4000015,20529,179.449295,93000.33594,2,18.47349232,5.768391893,1.005870815,5.301413005,8233499,2185359,10418858,79.02,2,160,12.07579041,31.49303818
